drugA,drugB,meddra,N,type
21604711,21604888,35809310,12,negativo
21604436,21603448,35809054,17,negativo
21603082,21603613,36416595,17,negativo
21601394,21601450,36617295,11,negativo
21601467,21602648,35205038,17,negativo
21601390,21604422,37622529,31,negativo
21601435,21603732,36110597,14,negativo
21604433,21604574,35809329,11,negativo
21603908,21603917,35809323,16,negativo
21601751,21603925,36617948,10,negativo
21604415,21604440,35809327,23,negativo
21602256,21603911,36516824,16,negativo
21600663,21603929,788653,16,negativo
21604422,21604566,35909518,10,negativo
21600096,21603392,35809079,14,negativo
21603896,21603925,36110380,14,negativo
21602732,21602735,35506448,11,negativo
21600663,21603908,36110649,48,negativo
21604422,21604436,35708208,34,negativo
21600493,21602730,36516812,10,negativo
21601423,21601433,35104877,11,negativo
21602730,21601429,36416501,10,negativo
21601670,21604431,36818729,10,negativo
21603151,21603156,36313553,15,negativo
21600096,21604210,35909437,32,negativo
21600362,21603135,35707763,10,negativo
21602338,21604436,42889498,18,negativo
21603900,21604425,35708093,10,negativo
21602256,21604655,35809310,10,negativo
21600493,21601518,37622529,10,negativo
21602732,21603925,37019318,25,negativo
21604422,21604762,36718220,24,negativo
21602734,21601435,36313176,16,negativo
21601399,21603896,35707751,21,negativo
21600575,21604344,35809054,36,negativo
21600135,21602485,36918858,27,negativo
21604417,21604711,36919235,10,negativo
21601435,21603929,35506459,10,negativo
21602737,21604348,35809243,10,negativo
21602338,21602735,36009895,12,negativo
21602735,21603082,42890392,19,negativo
21601390,21601423,36516812,13,negativo
21601390,21601435,36110974,11,negativo
21603925,21605129,35809054,15,negativo
21603009,21603607,37219871,16,negativo
21602735,21603909,35708100,11,negativo
21604544,21604711,35809115,19,negativo
21604559,21603448,36211190,13,negativo
21604402,21604677,37220005,14,negativo
21601399,21603924,35809327,12,negativo
21603929,21603448,35708154,17,negativo
21602735,21602737,37622449,15,negativo
21600448,21602648,36311887,20,negativo
21601036,21604434,36918937,10,negativo
21604544,21604762,36718320,14,negativo
21602256,21603911,35607441,23,negativo
21603911,21603968,42889847,24,negativo
21603732,21603761,35104113,11,negativo
21600747,21601789,35305560,12,negativo
21600732,21603392,35306246,10,negativo
21603968,21604712,42889647,12,negativo
21600083,21604571,35104877,16,negativo
21600084,21601518,35809054,19,negativo
21600575,21603312,35708154,17,negativo
21600965,21602648,35809054,24,negativo
21602485,21602754,37622465,23,negativo
43534821,21603929,35809327,30,negativo
21604415,21604431,36211496,15,negativo
21604344,21604348,36313573,23,negativo
21601399,21603896,36211705,16,negativo
21600816,21603356,36718132,11,negativo
21603312,21603392,35205184,10,negativo
21604131,21604344,35708208,11,negativo
21602338,21603925,35205240,18,negativo
21604415,21604431,35809310,15,negativo
21603718,21603925,35104877,12,negativo
21602102,21602730,35708208,20,negativo
21601161,21605129,36111004,13,negativo
21601423,21603927,35708154,11,negativo
21600100,21604344,35809054,10,negativo
21600493,21601435,35708202,15,negativo
21601423,21603732,36313524,17,negativo
21603911,21603929,36211556,11,negativo
21602977,21604422,35809310,10,negativo
21604440,40255958,36776613,14,negativo
21600663,21603921,35809104,14,negativo
1588697,21605129,36110597,17,negativo
21603154,21603164,35104074,17,negativo
21603925,21603927,36009901,23,negativo
21601423,21601431,35708093,36,negativo
21603908,21603921,35809323,17,negativo
21603081,21601390,37019321,11,negativo
21604434,21604566,35607284,10,negativo
21601390,21603718,37219880,10,negativo
21602732,21604432,43053854,21,negativo
21600505,21605269,35104877,10,negativo
21601435,21603732,35708208,29,negativo
21603917,21604433,35204948,12,negativo
21600965,21602648,35708202,29,negativo
21601390,21601429,35809054,22,negativo
21602735,21603925,37622529,15,negativo
21602730,21601423,35204960,11,negativo
21603288,21603312,36211461,12,negativo
21604711,21604718,36918858,14,negativo
21604272,21604348,35104877,11,negativo
21602732,21602734,36009891,13,negativo
21603967,21603980,36416514,67,negativo
21603929,21604590,35809054,11,negativo
21601423,21601435,35737628,14,negativo
21603082,21603131,35809054,14,negativo
21603288,21603356,37219810,23,negativo
21600604,21601911,36416514,13,negativo
21601431,21603896,42889494,11,negativo
21602737,21604344,37320197,12,negativo
21603135,21603924,36009895,10,negativo
21600084,21601161,35809054,10,negativo
21600083,21602732,35205038,10,negativo
21604344,21603448,36516812,24,negativo
21604433,21604643,35909508,11,negativo
21601423,21603909,36416606,14,negativo
21603732,21603851,35104877,24,negativo
21603896,21603927,35104885,10,negativo
21602735,21601390,35809120,13,negativo
21604431,21604436,36718119,24,negativo
21600083,21602730,36313476,11,negativo
21601751,21602735,36617948,10,negativo
21604344,21604436,35809054,18,negativo
21604115,21604434,35809054,14,negativo
21604543,21604544,35809079,13,negativo
21603082,21604348,37219907,10,negativo
21601129,21603906,35809054,10,negativo
21603288,21603312,42889536,17,negativo
21601534,21602653,35708093,17,negativo
21601431,21603895,36110642,10,negativo
21603967,21603980,36110709,14,negativo
21603980,21603481,35909443,14,negativo
21603082,21603131,37622499,12,negativo
21604344,21603448,36416606,29,negativo
21603911,21603929,35707866,33,negativo
21601431,21603925,36718132,17,negativo
21604418,21604425,36776613,25,negativo
21604344,21604417,35104161,10,negativo
21602735,21603980,35809243,17,negativo
21603967,21604344,35205025,27,negativo
21602338,21603896,36617948,16,negativo
21600604,21601911,35809079,12,negativo
21603732,21603748,35708496,13,negativo
21600083,21603392,37219907,17,negativo
21601435,21603718,37219826,10,negativo
21602730,21604348,35104877,17,negativo
21603131,21603718,37622499,15,negativo
21601399,21603896,36110974,12,negativo
21604544,21604566,36718312,10,negativo
21601161,21605129,37220008,13,negativo
21602735,21603929,36718537,16,negativo
21600575,21605129,35708202,11,negativo
21604640,21604655,36919231,11,negativo
21600493,21601435,37622455,10,negativo
21602102,21603929,36416606,23,negativo
21601466,21604745,36311918,15,negativo
21604562,21604714,35104165,10,negativo
21602256,21603911,36110534,64,negativo
21604431,21604711,36918858,17,negativo
21601518,21601785,35809054,16,negativo
21601390,21603929,42889647,55,negativo
21600096,21602256,35809019,11,negativo
21602732,21603929,37622529,109,negativo
21604559,21604757,36718540,12,negativo
21601423,21603756,35809054,24,negativo
21600965,21601518,36718132,14,negativo
21602732,21601390,35104304,10,negativo
21602485,21603980,35909456,27,negativo
21603905,21603911,36416534,48,negativo
21602256,21604571,35809307,11,negativo
21602096,21603135,35809327,13,negativo
21601431,21603756,37219942,11,negativo
21602734,21603924,37622529,33,negativo
21603009,21604305,35909517,11,negativo
21602730,21601435,36416589,10,negativo
21603967,21603980,35707713,20,negativo
21602735,21603911,35506459,45,negativo
21602338,21603925,36416514,36,negativo
21603909,21603921,36516818,14,negativo
21601394,21603748,35809054,13,negativo
21603909,21603968,36315261,23,negativo
21600494,21603929,35909508,12,negativo
21601003,21602648,45885570,15,negativo
21601435,21603732,35909571,11,negativo
21601423,21603929,35205259,45,negativo
21602737,21601390,36416637,23,negativo
21602735,21602985,37320212,13,negativo
21604543,21604566,35809054,12,negativo
21603908,21603968,35708202,40,negativo
21603748,21603929,37320212,10,negativo
21604559,21604562,36718347,35,negativo
21603911,21603927,35708093,31,negativo
21601450,21603732,35205230,17,negativo
21600303,21605129,35809054,30,negativo
21601423,21604434,35104877,15,negativo
21602085,21603131,35909437,18,negativo
21600448,21602648,35708202,29,negativo
21601390,21601431,36009894,39,negativo
21603080,21601390,35708093,16,negativo
21601423,21601428,36313371,13,negativo
21603909,21603917,36315261,43,negativo
21603905,21603917,36009833,16,negativo
21601518,21602732,35204966,10,negativo
21603756,21603929,35809120,13,negativo
21602256,21603909,37320205,38,negativo
21603967,21604348,36416501,12,negativo
21601129,45893488,37522220,13,negativo
21602256,21603911,35406307,12,negativo
21604422,21604542,35104879,25,negativo
21602732,21603908,36110922,10,negativo
21603732,21603749,36110347,12,negativo
21602338,21601392,35809327,23,negativo
21604417,21604571,35809327,11,negativo
21602735,21603080,37522220,11,negativo
21604344,21604348,35909571,19,negativo
21603905,21603968,35809323,13,negativo
21602256,21603911,36516761,13,negativo
21603288,21603514,35205038,11,negativo
21602730,21602737,36516959,14,negativo
21602256,21603909,35708093,58,negativo
21601747,21603925,35708093,18,negativo
21603980,21603607,35909443,12,negativo
21602735,21603911,36314856,48,negativo
21600100,21602485,37219871,17,negativo
21600493,21603800,35707713,11,negativo
21601129,21603968,36416606,11,negativo
21601423,21603917,36110649,42,negativo
21601423,21601431,35708369,11,negativo
21601423,21603929,45886143,22,negativo
21601129,21601423,35708044,30,negativo
21602737,21601423,36416501,19,negativo
21602485,21604714,36918858,50,negativo
21601390,21601392,36110597,21,negativo
21601390,21601423,37219945,13,negativo
21604344,21604348,35809155,56,negativo
21601789,21604434,42890557,11,negativo
21603009,21601390,35104877,12,negativo
21601129,21601423,36718132,70,negativo
21602256,21603911,36918904,26,negativo
21604415,21604566,35809327,14,negativo
21601431,21603929,35104074,23,negativo
21600100,21601390,35104109,11,negativo
21603967,21603980,35809083,31,negativo
21600493,21602921,36313524,10,negativo
21600399,21604757,36718370,11,negativo
21604432,21604440,36416500,13,negativo
21601423,21603800,36516951,10,negativo
21604393,21604436,35708208,13,negativo
21603732,21603800,37622449,10,negativo
21603009,21604272,35104877,11,negativo
21602485,21604571,37622465,18,negativo
21603009,21603448,35809054,14,negativo
21602735,21603929,36313240,13,negativo
21604422,21604544,36718220,19,negativo
21600493,21603929,35809315,12,negativo
21602485,21602800,35909443,19,negativo
21603895,21603897,36110736,10,negativo
21602734,21603921,37320212,12,negativo
21604344,21604434,35708202,13,negativo
21604418,21604559,36776613,18,negativo
21600135,21602256,35708208,13,negativo
21602732,21603924,35809207,14,negativo
21604431,21604574,36718321,19,negativo
21600493,21600575,37622529,11,negativo
21603967,21604348,35809310,12,negativo
21602737,21603448,35809054,41,negativo
21602921,21604571,35809054,10,negativo
21604559,21604571,36211190,13,negativo
21602735,21603909,35205025,45,negativo
21603898,21603921,35809329,31,negativo
21604559,21604741,36919230,11,negativo
21602732,21602734,36009895,11,negativo
21604516,21604571,35205038,11,negativo
21604419,21604574,36776613,24,negativo
21604399,21604643,37522220,22,negativo
21602895,21602898,35204948,11,negativo
21603732,21603748,35104691,32,negativo
21600193,21602485,35708156,10,negativo
21602256,21601423,35809327,214,negativo
21600494,21603929,35708208,10,negativo
21600395,21604434,36818729,10,negativo
21600096,21603911,35707866,26,negativo
21600096,21603896,35809310,19,negativo
21602734,21603080,36110552,10,negativo
21601423,21603896,35707763,11,negativo
21601423,21603718,35707864,13,negativo
21600575,21601428,36313534,13,negativo
21602730,21603793,35104877,14,negativo
21602085,21603851,35104877,27,negativo
21602102,21602737,35708067,15,negativo
21602256,21604559,45885696,13,negativo
21604559,21604563,37522220,251,negativo
21604272,21604643,36110642,14,negativo
21601518,21602732,36313534,13,negativo
21603732,21603929,35809225,12,negativo
21604344,21604348,35708240,10,negativo
21604417,21604433,36718530,27,negativo
21601129,21603908,37320205,10,negativo
21602256,21604431,36919230,21,negativo
21601390,21603800,35104109,101,negativo
21600575,21604348,36416595,11,negativo
21601423,21601435,37220014,11,negativo
21602730,21603804,36313524,10,negativo
21602096,21604857,36718301,15,negativo
21601423,21603929,36110649,140,negativo
21604193,21604272,37219905,13,negativo
21602732,21603896,42889498,22,negativo
21604543,21604544,36313976,10,negativo
21601390,21603929,42889365,13,negativo
21603967,21603980,36211297,25,negativo
21601518,21604305,37019321,10,negativo
21604571,21604714,37522220,15,negativo
21601518,21604643,36416563,13,negativo
21602734,21603896,36718132,15,negativo
21600505,21601394,35809207,11,negativo
21604544,21604562,35506601,21,negativo
21601423,21603929,36918984,23,negativo
21603980,21603514,36718347,10,negativo
21604556,21604751,36718458,20,negativo
21601003,21601518,36110597,17,negativo
21600975,21602338,35909508,11,negativo
21603905,21603968,35506459,28,negativo
21601419,21603749,35809327,17,negativo
21601428,21603929,36718155,13,negativo
21600816,21603448,36416606,10,negativo
21600098,21602485,36211303,34,negativo
21601423,21603929,35104177,97,negativo
21601435,21604399,35809327,10,negativo
21601390,21601435,35104113,43,negativo
21603980,21604711,35204966,14,negativo
21600098,21603909,37522220,13,negativo
21601518,21602653,36718132,25,negativo
21600097,21602338,37320193,20,negativo
21601435,21603929,37219850,23,negativo
21603967,21604348,36919046,12,negativo
21602732,21601390,35708202,16,negativo
21603896,21603925,37019321,77,negativo
21603288,21603356,36919207,18,negativo
21604544,21604562,36776613,15,negativo
21604559,21604562,36919046,32,negativo
21604415,21604566,36110597,18,negativo
21602102,21602737,35809041,13,negativo
21603929,21603968,36516812,47,negativo
21600658,21603897,36110874,11,negativo
21601518,21604272,35809170,18,negativo
21602734,21603896,35909469,11,negativo
21603908,21603929,36009833,89,negativo
21602102,21602737,35707866,15,negativo
21603980,21604714,36718132,12,negativo
21603912,21603929,36516818,12,negativo
21604640,21604745,45885696,13,negativo
21603980,21604718,36919230,10,negativo
21602734,21603925,36416501,24,negativo
21601423,21601428,36110597,18,negativo
21601399,21603896,45885904,12,negativo
21604559,21604562,35809310,30,negativo
21601423,21603929,36516848,24,negativo
21600096,21600493,35204948,11,negativo
21603908,21603968,35708208,37,negativo
21604438,21604544,36110649,10,negativo
21601518,21604643,35205240,14,negativo
21600096,21600484,35104877,13,negativo
21601390,21601423,35809327,111,negativo
21600604,21601518,35809207,14,negativo
21601747,21604751,36718235,11,negativo
21604344,21604348,35809207,25,negativo
21604272,21604434,36718354,10,negativo
21603917,21603929,36516779,32,negativo
21603917,21603929,37219863,10,negativo
21603756,21603896,37219907,14,negativo
21602338,21603925,35909571,27,negativo
21601392,21603896,36110015,11,negativo
21603905,43534821,35708164,13,negativo
21602700,21602737,35506673,11,negativo
21603761,21603929,36110552,10,negativo
21600664,21602735,35708208,10,negativo
21603756,21603912,35809115,10,negativo
21601518,21603980,37622449,10,negativo
21604757,21604762,35204948,13,negativo
21602735,21603929,35909594,12,negativo
21600816,21603909,35809054,11,negativo
21603718,21603929,35204948,22,negativo
21603967,21603980,36009754,122,negativo
21601423,21603909,35809079,10,negativo
21602085,21603925,36110888,12,negativo
21601518,21602735,36315575,11,negativo
21601423,21603929,35708067,28,negativo
21602338,21603925,35909513,17,negativo
21600663,21602735,35809327,53,negativo
21601423,21603929,35104405,23,negativo
21601390,21601399,36111031,10,negativo
21602485,21604749,35909443,16,negativo
21602338,21603082,36617948,19,negativo
21603718,21603924,35909625,15,negativo
21600096,21603497,42889536,13,negativo
21600493,21604714,788256,12,negativo
21601399,21603924,37622529,34,negativo
21602820,21603917,37220005,13,negativo
21604422,21604431,36919235,10,negativo
21600493,21604348,36313550,12,negativo
21600303,21604344,36311983,11,negativo
21602735,21601423,36516786,21,negativo
21603967,21604431,35809327,11,negativo
21604272,21604344,35506628,10,negativo
21604344,21604348,36312573,15,negativo
21602735,21601435,35104877,61,negativo
21600096,21600493,36416606,10,negativo
21601518,21601747,37622529,17,negativo
21602338,21603896,35909505,19,negativo
21602256,21603917,35843700,12,negativo
21600816,21601129,35708208,20,negativo
21600096,21602978,35909443,13,negativo
21601428,21601435,35104871,16,negativo
21601390,21603800,37219907,12,negativo
21601435,21605271,36211181,14,negativo
21603908,21603929,45885570,18,negativo
21601518,21604571,35708093,10,negativo
21600083,21603497,35708093,16,negativo
21602102,21602737,36416599,17,negativo
21600535,21604344,35104877,12,negativo
21604272,21604433,36416500,12,negativo
21603967,21603980,36516833,10,negativo
21600732,21601161,42889536,11,negativo
21604422,21604562,36718353,11,negativo
21601394,21603732,35737628,13,negativo
21600096,21604433,35205345,10,negativo
21602735,21603911,35809005,123,negativo
21600505,21601392,35708093,10,negativo
21604348,21603448,37219905,20,negativo
21601390,21601431,35104199,12,negativo
21603082,21601390,35809054,18,negativo
21600399,21604714,36315381,10,negativo
21604422,21604431,35809079,29,negativo
21600493,21604571,36516959,14,negativo
21604432,21604440,35809327,10,negativo
21602730,21603929,35104074,58,negativo
21603929,21604889,35708154,10,negativo
21604571,21603448,35809115,19,negativo
21602102,21601435,35707920,10,negativo
21602737,21603909,35708202,19,negativo
21601435,40253398,37622455,20,negativo
21603168,21603173,35809330,22,negativo
21603908,21603929,35708156,25,negativo
21602737,21601435,36313573,17,negativo
21603929,21604571,37622455,10,negativo
21602256,21602735,36110552,14,negativo
21604562,21604757,36918858,17,negativo
21601435,21603738,35707713,10,negativo
21604436,21603312,36776613,12,negativo
21600575,21604714,36918858,10,negativo
21600083,21604422,36776613,12,negativo
21600505,21603607,35809207,11,negativo
21603896,21603924,35104877,23,negativo
21604562,21604714,36919231,15,negativo
21604559,21604714,36919031,13,negativo
21602085,21603131,42890355,12,negativo
21603896,21603925,35104113,44,negativo
21600303,21603312,35708154,10,negativo
21604544,21604562,36718193,13,negativo
21602256,21603911,36313524,27,negativo
21602734,21603925,36009901,23,negativo
21601423,21603929,36110736,59,negativo
21604543,21604559,36211492,10,negativo
21602737,21604571,37219907,11,negativo
21603896,21603925,36316195,30,negativo
21603929,21603980,35708208,12,negativo
21602730,21601390,37522220,50,negativo
21604344,21604348,35809120,15,negativo
21601423,21603924,36315575,12,negativo
21602256,21601435,36776613,15,negativo
21601003,21603497,37522220,12,negativo
21602732,21603929,36313476,14,negativo
21604529,21604556,36918858,10,negativo
21602485,21603080,35909449,11,negativo
21601435,21604348,35809054,18,negativo
21601129,21603929,35708124,11,negativo
21600663,21603911,36313153,27,negativo
21604544,21604711,36919235,10,negativo
21602102,21602737,36416550,10,negativo
21601419,21603732,35205230,17,negativo
21602732,21604440,43053854,22,negativo
21604562,21604714,35809327,37,negativo
21604434,21604571,37019318,10,negativo
21604543,21604544,36918912,31,negativo
21604344,21604711,35809243,11,negativo
21601431,21603896,37219897,14,negativo
21601394,21603732,35104339,11,negativo
21600096,21603911,35708156,13,negativo
21601399,21604229,36617310,10,negativo
21604422,21604544,36211462,11,negativo
21602732,21603896,36110974,21,negativo
21603019,21601423,35104877,17,negativo
21603256,21603312,37219810,14,negativo
21601390,21604571,35708642,13,negativo
21604348,21603448,36918984,21,negativo
21602898,21604402,35205345,10,negativo
21602102,21602737,35506461,29,negativo
21601442,21603929,35707763,10,negativo
21602737,21601423,36110597,24,negativo
21601390,21601423,35104351,17,negativo
21602256,21603911,35809077,30,negativo
21601390,21603929,36718132,56,negativo
21600816,21603448,35708202,19,negativo
21600449,21601518,37219867,11,negativo
21603911,21603917,37420551,10,negativo
21604431,21604590,36919235,12,negativo
21601423,21603929,35707930,31,negativo
21601390,21605270,35104883,10,negativo
21601423,21601428,35104298,11,negativo
21601747,21603924,35809054,17,negativo
21601407,21601435,35104877,17,negativo
21602730,21601390,36313534,19,negativo
21602256,21603911,42890633,29,negativo
21602737,21601423,36110630,21,negativo
21603756,21603448,37522220,10,negativo
21602734,21603896,36316186,12,negativo
21603718,21603761,37522220,12,negativo
21604344,21604571,43053854,11,negativo
21603718,21603925,35809327,36,negativo
21603896,21603925,36316194,18,negativo
21602732,21604272,36313524,12,negativo
21602734,21603925,37219907,20,negativo
21602735,21603908,36516812,18,negativo
21601129,21603908,35809323,10,negativo
21601394,21603718,35205038,20,negativo
21600493,21604260,36718132,15,negativo
21601423,21603929,35104490,15,negativo
21604417,21604437,35809327,17,negativo
21601390,21601423,36110229,14,negativo
21604556,21604562,36919068,10,negativo
21602256,21603911,37320198,20,negativo
21600083,21600604,35809054,28,negativo
21602338,21603929,35104243,18,negativo
21601435,21603929,35809082,12,negativo
21602732,21603929,36416595,12,negativo
21601129,21603909,36110649,13,negativo
21601003,21602653,37219868,28,negativo
21603718,21603748,37219865,11,negativo
21601394,21601435,36416606,15,negativo
21601390,21601399,36110922,12,negativo
21603912,21603929,36009833,35,negativo
21602256,21604344,36211496,11,negativo
21600096,21603911,36416606,10,negativo
21601390,21603929,35707714,15,negativo
21604433,21604436,36718534,18,negativo
21603929,21604344,36416606,10,negativo
21600096,21602256,35708093,32,negativo
21603756,21603896,35809115,10,negativo
21602485,21604344,36918858,44,negativo
21603898,21603921,35708202,30,negativo
21603312,21603356,36718379,11,negativo
21604711,21604757,36718132,11,negativo
21602295,21603497,36718382,28,negativo
21600663,21603908,37420551,10,negativo
21600083,21602485,35909452,36,negativo
21600098,21601161,37622529,10,negativo
21604431,21604566,35809327,15,negativo
21604544,21604562,36919235,36,negativo
21603929,21604889,36516818,13,negativo
21602737,21601390,36718500,12,negativo
21601428,21603929,37622462,11,negativo
21602338,21602734,36009895,12,negativo
21600083,21602734,35809054,16,negativo
21604415,21604559,36919098,11,negativo
21602338,21603925,36110878,46,negativo
21602732,21603896,43562827,10,negativo
21600100,21602978,35708202,10,negativo
21600083,21603927,36315575,12,negativo
21600448,21602648,37521007,10,negativo
21600575,21603356,35708202,20,negativo
21602734,21601431,36009895,11,negativo
21601435,21604344,35809054,23,negativo
21602735,21601399,36617310,15,negativo
21601435,21603929,36211481,10,negativo
21603929,21603607,35708154,13,negativo
21603917,21604643,37220005,14,negativo
21602730,40253398,35708642,51,negativo
21602295,21602302,37320257,79,negativo
21602289,21602295,36211464,129,negativo
21602102,21601423,36313436,16,negativo
21602730,21601423,35909571,31,negativo
21600493,21603929,35708202,31,negativo
21601423,21603908,35809011,49,negativo
21602096,21604857,36315575,14,negativo
21601390,21603718,36110922,11,negativo
21602096,21604857,37320215,11,negativo
21602732,21604344,36110715,12,negativo
21601423,21603929,36718537,31,negativo
21603924,21603925,36313176,11,negativo
21603909,21603917,36516802,14,negativo
21600448,21601534,36314117,11,negativo
21601390,21601435,37219897,15,negativo
21604566,21604574,36110597,13,negativo
21601466,21604711,36211492,14,negativo
21603967,21603968,35909445,12,negativo
21604122,21604436,35204966,17,negativo
21602256,21603911,35708066,35,negativo
21604344,21603448,35708609,11,negativo
21601747,21604718,35204928,18,negativo
21602735,21601423,36776613,38,negativo
21600575,21603448,36313176,10,negativo
21601423,21603924,37622499,12,negativo
21602338,21603925,36110015,20,negativo
21603929,21604436,35809310,15,negativo
21603160,21603164,36211197,25,negativo
21603131,21601399,35104883,10,negativo
21603161,21603176,35809330,13,negativo
21603151,21603156,36818729,20,negativo
21601423,21603911,36110708,20,negativo
21604543,21604559,36919236,20,negativo
21603967,21603980,36416600,19,negativo
21602978,21603392,35809079,11,negativo
21604559,21604562,36919231,16,negativo
21600513,21601161,37219907,10,negativo
21602256,21603864,36516837,13,negativo
21600604,21604571,35104877,11,negativo
21602737,21603799,35809054,11,negativo
21601161,1588697,36316012,12,negativo
21603288,21603312,35205025,13,negativo
21604422,21604571,36416690,13,negativo
21602735,21603448,36009711,13,negativo
43534821,21603911,36516818,15,negativo
21601518,21604643,36313534,11,negativo
21600083,21602896,37622449,10,negativo
21602734,21601423,37522220,43,negativo
21601423,21603921,35809323,16,negativo
43534761,21601031,35205025,12,negativo
21603800,21603929,36416606,25,negativo
21603080,21603925,37080784,12,negativo
21605014,21603525,35708208,10,negativo
21604051,21603641,36818729,20,negativo
21603087,21603929,35809054,18,negativo
21601390,21603448,36110597,11,negativo
21602256,21603864,37522220,30,negativo
21603895,21603896,36110888,14,negativo
21603917,21603968,36516786,19,negativo
21601129,21602823,35104884,11,negativo
21603967,21603980,36211385,23,negativo
21603151,21603156,36818634,19,negativo
21602732,21603924,35104236,20,negativo
21603967,21604544,42889647,13,negativo
21603160,21603164,35104339,15,negativo
21601390,21603929,35104812,12,negativo
21603080,21603082,37622449,12,negativo
21603082,21603083,35809327,24,negativo
21603732,21603929,36718229,10,negativo
21604393,21604425,35809054,11,negativo
21600484,21601394,35104877,29,negativo
21604422,21604433,35741106,13,negativo
21601390,21603929,36315575,22,negativo
21601399,21603896,35708642,19,negativo
21602730,21603800,35104161,13,negativo
21604431,21604440,35809327,22,negativo
21601518,21604131,35708208,12,negativo
21603087,21603929,35104877,20,negativo
21601684,21601789,36818726,12,negativo
21600493,21604348,35205184,10,negativo
21604425,21604437,36211462,20,negativo
21601392,21601431,35809327,91,negativo
21604415,21604543,35809115,18,negativo
21602338,21603896,37019316,10,negativo
21601423,21603929,36110709,21,negativo
21603967,21603980,36009757,13,negativo
21603748,21603749,36617295,10,negativo
21601423,21603921,35205025,45,negativo
21603967,21603980,788256,15,negativo
21601392,21603925,35909508,12,negativo
21604415,21604544,35809059,10,negativo
21603009,21603718,35104877,18,negativo
21602734,21601407,36313176,12,negativo
21603980,21604571,37219871,10,negativo
21602732,21604643,35909508,12,negativo
21600658,21602338,36110874,10,negativo
21602485,21603967,35205185,45,negativo
43534821,21603921,35809327,19,negativo
21603927,21603929,35809327,31,negativo
21600575,21603448,35809243,11,negativo
21603967,21603980,35809304,34,negativo
21603288,21603356,36718353,13,negativo
21601423,21603911,36110597,15,negativo
21600493,21603967,37622449,18,negativo
21603924,21603925,35104074,12,negativo
21601394,21603718,36718301,11,negativo
21601423,21601435,36110062,12,negativo
21603356,21603362,36110697,41,negativo
21604543,21604562,36919236,13,negativo
21603911,21603929,35205236,12,negativo
21604431,21604559,36009724,12,negativo
21603925,21603929,37219863,12,negativo
21603131,21603925,36009895,15,negativo
21603967,21603980,45885863,21,negativo
21601003,21602653,35809243,24,negativo
21603967,21603968,35708208,19,negativo
21600303,21604272,37019318,17,negativo
21602256,21603912,43053882,19,negativo
21601161,43534853,35306246,16,negativo
21604431,21604440,36718530,10,negativo
21603896,21603924,35104177,14,negativo
21602734,21601390,35809207,13,negativo
21601423,21601435,35104351,11,negativo
21600663,21602735,35506459,46,negativo
21600863,21605265,36718540,12,negativo
21603967,21603980,35809243,396,negativo
21601394,21603732,36110347,11,negativo
21603756,21603896,37622529,16,negativo
21602338,21603895,36009892,18,negativo
21602338,21603925,35708066,20,negativo
21600083,21603448,37320197,13,negativo
21603911,21603929,35843700,15,negativo
21602485,21603980,35909452,122,negativo
21603967,21604348,35708156,10,negativo
21601390,21603929,37219831,13,negativo
21604431,21604562,36776613,12,negativo
21601534,21602648,35104074,10,negativo
21601390,21601431,35104103,13,negativo
21604711,21604745,36776613,16,negativo
21603131,21601392,35809054,21,negativo
21600362,21601399,35809327,10,negativo
21600399,21604762,36919059,12,negativo
21600658,21603756,43562827,10,negativo
21600083,21604344,35708154,25,negativo
21601394,21603718,35909511,13,negativo
21601129,21601423,36009711,13,negativo
21601518,21603312,36416501,13,negativo
21604559,21604711,36918985,15,negativo
21601423,21603929,36211481,42,negativo
21604272,21604643,36718298,12,negativo
21601423,21601435,36312077,13,negativo
43534761,21601031,37119548,18,negativo
21603256,21603312,36918858,16,negativo
21602338,21601431,36110878,15,negativo
21602256,21603911,36718301,16,negativo
21601423,21603929,37622460,20,negativo
21603908,21603968,35809329,32,negativo
21603909,21603927,35809327,58,negativo
21603312,21603356,36211464,10,negativo
21602256,21601423,788653,22,negativo
21604115,21604574,36110597,10,negativo
21600096,21603288,37219907,10,negativo
21601423,21603929,35708093,413,negativo
21604131,21604571,36416595,20,negativo
21604757,21604762,36918921,10,negativo
21602256,21603911,36316189,43,negativo
21604562,21604566,36919236,12,negativo
21600493,21603929,36718132,28,negativo
21603748,21603929,35809054,20,negativo
21603917,21604272,36416500,12,negativo
21604344,21604436,36110597,10,negativo
21602102,21603718,35707713,13,negativo
21602735,21603929,36009833,29,negativo
21601423,21603924,35708093,32,negativo
21601467,21601518,36313524,12,negativo
21603312,21603356,36516951,10,negativo
21602735,21603618,36211181,15,negativo
21603086,21603924,35909437,11,negativo
21602730,21603448,35708093,15,negativo
21602338,21601423,36110974,15,negativo
21604544,21604712,36818730,20,negativo
21600493,21602732,37219907,15,negativo
21600965,21600449,35809076,11,negativo
21602732,21603927,37522220,23,negativo
21600096,21600135,35909443,16,negativo
21602734,21603927,35104236,12,negativo
21602732,21603896,36718123,12,negativo
21603908,21603929,35809011,55,negativo
21603967,21604348,36776613,10,negativo
21602256,21603929,35607121,11,negativo
21601129,21602256,43053888,11,negativo
21604422,21604436,36718265,18,negativo
21602823,21603980,35205038,12,negativo
21604431,21604433,35809054,11,negativo
21603929,21603549,36718123,11,negativo
21600493,21602730,36316176,11,negativo
